,FIPS Code,State,"Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
1694,42119,PA,13.2,39.0,21.8,26.0
1695,42123,PA,7.1,45.4,27.9,19.5
1696,45001,SC,18.3,34.0,32.0,15.6
1697,45021,SC,19.7,34.7,31.4,14.2
1698,45043,SC,12.8,28.8,31.1,27.3
1699,45047,SC,14.8,30.5,30.1,24.6
1700,45069,SC,22.8,42.2,26.1,8.9
1701,45071,SC,18.0,36.0,28.1,17.9
1702,45073,SC,15.1,29.0,30.0,25.8
1703,45075,SC,14.1,31.2,34.8,19.9
1704,46027,SD,5.0,20.8,24.2,49.9
1705,46061,SD,7.8,37.3,36.5,18.5
1706,46081,SD,6.5,29.6,28.9,35.0
1707,47029,TN,19.9,46.8,21.7,11.6
1708,47035,TN,14.2,37.7,29.7,18.5
1709,47051,TN,12.5,40.0,26.6,20.8
1710,47059,TN,15.3,41.5,26.5,16.7
1711,47107,TN,15.5,40.4,27.9,16.2
1712,47143,TN,19.2,36.8,27.0,16.9
1713,47155,TN,15.0,37.2,30.3,17.4
1714,48003,TX,27.7,34.9,25.1,12.2
1715,48025,TX,24.6,34.2,32.3,8.9
1716,48057,TX,20.7,33.0,32.1,14.2
1717,48073,TX,21.0,30.5,31.3,17.2
1718,48117,TX,26.2,36.6,25.3,12.0
1719,48173,TX,30.6,18.7,23.6,27.2
1720,48179,TX,19.8,32.7,33.5,13.9
1721,48189,TX,23.4,34.7,24.7,17.1
1722,48203,TX,14.7,34.0,32.2,19.1
1723,48219,TX,23.8,26.7,33.7,15.8
1724,48227,TX,20.0,33.7,33.7,12.6
1725,48233,TX,14.0,34.4,37.5,14.0
1726,48249,TX,25.1,36.6,26.1,12.2
1727,48273,TX,21.6,26.7,27.2,24.6
1728,48353,TX,17.7,35.1,31.9,15.2
1729,48427,TX,46.7,26.3,17.1,9.9
1730,48487,TX,22.8,34.0,28.0,15.2
1731,48489,TX,34.3,35.7,21.2,8.9
1732,48505,TX,38.1,30.8,19.5,11.6
1733,49021,UT,7.1,23.6,39.5,29.8
1734,50003,VT,8.8,29.1,25.9,36.2
1735,50021,VT,7.4,34.4,27.3,30.8
1736,50023,VT,6.3,26.9,24.9,41.8
1737,51089,VA,19.9,34.2,31.9,13.9
1738,51143,VA,17.3,35.0,33.1,14.5
1739,51590,VA,18.2,31.5,32.6,17.6
1740,51690,VA,17.2,28.5,33.3,21.0
1741,53001,WA,33.1,28.7,24.0,14.3
1742,53027,WA,10.3,34.0,39.2,16.5
1743,53075,WA,4.5,15.9,29.8,49.8
1744,54045,WV,20.2,43.9,25.9,10.0
1745,54049,WV,10.6,40.7,26.2,22.6
1746,54053,WV,14.0,45.5,26.1,14.4
1747,54055,WV,16.5,39.5,24.6,19.4
1748,54091,WV,10.7,47.2,24.8,17.3
1749,55043,WI,7.7,35.1,33.3,23.8
1750,55069,WI,8.0,38.1,35.4,18.4
1751,55071,WI,8.0,38.6,33.2,20.2
1752,55075,WI,8.9,41.6,33.5,15.9
1753,55078,WI,8.1,42.6,31.4,17.9
1754,55097,WI,6.1,31.9,29.1,32.9
1755,55111,WI,9.1,33.9,33.0,24.1
1756,55115,WI,8.6,44.8,30.9,15.7
1757,55141,WI,7.3,38.0,33.0,21.6
1758,56001,WY,4.1,14.7,29.5,51.8
1759,72001,PR,34.7,26.1,22.4,16.9
1760,72073,PR,24.4,38.3,19.1,18.2
1761,72133,PR,16.2,39.8,18.7,25.3
1762,1005,AL,26.8,35.6,26.0,11.6
1763,1011,AL,25.3,40.3,22.3,12.1
1764,1013,AL,15.0,45.2,23.7,16.1
1765,1019,AL,18.4,40.3,28.6,12.8
1766,1039,AL,16.6,37.3,30.8,15.3
1767,1041,AL,20.8,39.5,22.3,17.4
1768,1049,AL,25.2,34.2,27.6,13.0
1769,1053,AL,18.9,43.7,24.9,12.5
1770,1057,AL,17.4,41.3,28.9,12.4
1771,1059,AL,22.8,36.6,26.6,14.0
1772,1063,AL,20.8,38.6,30.5,10.1
1773,1087,AL,18.2,30.2,31.2,20.4
1774,1119,AL,13.3,35.4,29.8,21.6
1775,1123,AL,19.3,32.7,29.5,18.4
1776,4001,AZ,19.6,32.2,35.9,12.3
1777,5001,AR,16.1,38.9,29.2,15.8
1778,5015,AR,13.7,35.9,29.1,21.2
1779,5023,AR,14.1,42.8,27.6,15.5
1780,5029,AR,13.0,43.8,27.6,15.6
1781,5039,AR,16.1,44.1,28.0,11.9
1782,5041,AR,18.9,44.6,22.4,14.1
1783,5043,AR,13.1,35.3,28.8,22.8
1784,5047,AR,16.3,41.0,30.6,12.1
1785,5057,AR,17.4,36.8,30.7,15.1
1786,5061,AR,14.8,38.4,33.3,13.6
1787,5067,AR,19.8,42.5,27.5,10.1
1788,5075,AR,15.9,38.6,30.1,15.4
1789,5083,AR,13.8,45.1,27.8,13.3
1790,5127,AR,20.9,40.8,29.1,9.3
1791,5133,AR,23.5,37.5,26.3,12.8
1792,5141,AR,14.9,42.6,28.0,14.5
1793,6009,CA,9.8,28.0,43.9,18.3
1794,6021,CA,25.2,27.2,33.4,14.2
1795,6049,CA,15.2,33.0,36.6,15.2
1796,6093,CA,9.8,25.5,41.6,23.2
1797,6105,CA,7.6,34.8,38.0,19.5
1798,8029,CO,9.3,38.3,30.7,21.7
1799,8055,CO,7.6,29.6,41.6,21.1
1800,8083,CO,10.0,29.3,31.2,29.6
1801,8089,CO,12.8,31.9,36.7,18.6
1802,12013,FL,23.1,41.6,25.8,9.5
1803,12037,FL,19.3,34.6,27.3,18.8
1804,12047,FL,27.0,45.4,19.8,7.9
1805,12059,FL,21.3,40.7,27.3,10.7
1806,12063,FL,19.5,38.4,29.5,12.6
1807,12075,FL,15.1,41.1,31.6,12.2
1808,12079,FL,19.0,39.7,27.3,14.0
1809,12121,FL,17.7,38.9,27.9,15.5
1810,12123,FL,21.2,43.8,26.6,8.3
1811,12133,FL,18.7,40.1,28.6,12.5
1812,13011,GA,24.1,38.0,24.5,13.4
1813,13019,GA,21.0,42.4,25.2,11.4
1814,13023,GA,11.4,40.9,28.9,18.7
1815,13075,GA,20.9,36.3,29.3,13.5
1816,13091,GA,14.4,44.2,27.1,14.3
1817,13093,GA,22.3,41.1,24.5,12.1
1818,13099,GA,19.6,37.1,28.2,15.1
1819,13105,GA,21.6,40.9,25.9,11.6
1820,13109,GA,23.8,38.9,21.6,15.8
1821,13119,GA,17.7,39.4,27.0,15.9
1822,13131,GA,19.9,39.2,27.0,13.9
1823,13147,GA,18.5,36.9,28.9,15.7
1824,13165,GA,20.7,44.8,26.6,7.9
1825,13193,GA,26.4,34.8,30.1,8.8
1826,13205,GA,22.8,39.5,28.0,9.7
1827,13243,GA,25.5,35.8,28.5,10.3
1828,13251,GA,16.5,41.5,26.6,15.4
1829,13253,GA,14.0,38.3,31.5,16.2
1830,13259,GA,31.9,36.4,19.5,12.2
1831,13267,GA,24.2,38.1,24.5,13.2
1832,13287,GA,18.8,38.0,31.5,11.7
1833,13307,GA,20.7,40.7,23.9,14.7
1834,13311,GA,14.8,30.9,31.5,22.7
1835,13315,GA,17.9,45.6,24.4,12.2
1836,13317,GA,16.3,44.0,25.9,13.8
1837,16029,ID,8.8,32.4,39.9,19.0
1838,16035,ID,9.6,35.5,37.1,17.9
1839,16049,ID,9.5,36.1,34.6,19.8
1840,16077,ID,20.8,32.7,31.4,15.1
1841,16085,ID,5.4,26.7,37.6,30.4
1842,16087,ID,15.0,33.8,34.9,16.3
1843,17017,IL,16.0,43.1,25.8,15.1
1844,17023,IL,7.2,40.0,33.0,19.9
1845,17041,IL,16.8,33.4,31.0,18.9
1846,17045,IL,9.9,37.3,35.5,17.2
1847,17055,IL,11.1,33.0,39.2,16.7
1848,17085,IL,7.7,35.9,31.4,25.0
1849,17087,IL,17.8,31.6,34.7,16.0
1850,17125,IL,10.8,42.8,30.4,16.0
1851,17139,IL,15.3,33.4,32.7,18.6
1852,17145,IL,16.7,36.6,34.2,12.5
1853,17165,IL,13.3,27.5,40.0,19.2
1854,17173,IL,7.7,44.4,31.0,16.8
1855,17181,IL,11.6,35.4,31.2,21.7
1856,17187,IL,13.3,32.0,31.9,22.8
1857,17193,IL,10.1,37.4,37.1,15.5
1858,18009,IN,10.6,49.6,26.4,13.5
1859,18045,IN,11.0,43.7,30.4,14.9
1860,18051,IN,8.1,40.9,33.0,18.0
1861,18055,IN,12.1,41.1,31.9,14.9
1862,18075,IN,12.0,48.9,27.7,11.4
1863,18087,IN,38.2,30.5,20.8,10.5
1864,18123,IN,9.7,44.7,29.5,16.1
1865,18135,IN,12.5,43.4,29.7,14.3
1866,18181,IN,11.2,41.6,30.8,16.4
1867,19005,IA,11.7,39.4,31.1,17.8
1868,19019,IA,5.9,38.5,34.0,21.5
1869,19029,IA,12.0,37.9,30.0,20.1
1870,19031,IA,4.4,37.6,35.8,22.2
1871,19035,IA,6.9,35.8,35.1,22.2
1872,19037,IA,7.2,43.6,32.0,17.2
1873,19039,IA,12.2,38.9,32.9,16.0
1874,19055,IA,8.3,42.8,32.3,16.6
1875,19065,IA,8.3,39.6,33.8,18.3
1876,19071,IA,7.9,33.6,39.6,18.9
1877,19073,IA,6.6,39.7,35.1,18.7
1878,19079,IA,6.7,32.4,36.6,24.3
1879,19083,IA,7.6,34.7,37.0,20.8
1880,19087,IA,7.4,36.0,36.9,19.6
1881,19089,IA,9.1,40.0,35.1,15.8
1882,19095,IA,6.2,37.1,37.8,18.8
1883,19097,IA,7.4,42.0,31.4,19.2
1884,19117,IA,7.9,41.3,33.8,17.0
1885,19119,IA,9.4,37.1,32.8,20.7
1886,19125,IA,6.7,34.1,30.4,28.8
1887,19133,IA,7.7,38.3,38.7,15.3
1888,19137,IA,9.6,35.2,36.8,18.5
1889,19145,IA,8.5,36.5,34.8,20.2
1890,19165,IA,7.6,35.3,34.9,22.2
1891,19171,IA,8.7,40.0,35.5,15.8
1892,19175,IA,9.7,35.5,36.7,18.0
1893,20013,KS,6.8,37.4,34.7,21.2
1894,20021,KS,10.1,32.7,37.5,19.6
1895,20027,KS,7.1,35.2,31.0,26.7
1896,20031,KS,7.3,32.1,36.1,24.5
1897,20073,KS,7.6,36.3,36.2,19.9
1898,20115,KS,8.4,30.3,36.2,25.0
1899,20117,KS,7.8,42.2,31.1,18.9
1900,20127,KS,8.8,36.1,33.7,21.4
1901,20131,KS,5.8,39.8,29.0,25.4
1902,21043,KY,20.8,40.3,26.3,12.6
1903,21065,KY,24.4,45.8,20.0,9.9
1904,21079,KY,19.0,37.1,26.4,17.6
1905,21085,KY,18.5,43.0,28.0,10.5
1906,21141,KY,15.1,44.5,24.1,16.4
1907,21167,KY,15.6,36.8,29.1,18.5
1908,21177,KY,17.9,44.8,24.8,12.6
1909,21183,KY,16.7,43.0,26.7,13.6
1910,21197,KY,19.7,40.0,24.4,15.9
1911,21225,KY,10.0,47.8,31.1,11.1
1912,21233,KY,17.5,47.0,25.4,10.0
1913,22003,LA,20.3,44.3,24.1,11.3
1914,22009,LA,23.2,37.8,26.7,12.3
1915,22013,LA,15.9,44.5,26.7,12.8
1916,22027,LA,20.5,43.5,23.2,12.8
1917,22039,LA,24.3,41.5,22.6,11.6
1918,22049,LA,19.4,42.6,24.1,14.0
1919,22053,LA,18.7,40.4,24.0,16.9
1920,22059,LA,22.4,42.5,21.4,13.6
1921,22083,LA,21.7,40.9,24.2,13.2
1922,22085,LA,14.3,46.6,25.8,13.3
1923,22127,LA,18.2,45.8,22.1,13.9
1924,23007,ME,7.4,38.0,29.7,24.8
1925,23009,ME,5.9,30.8,29.2,34.1
1926,23017,ME,8.1,42.0,30.7,19.2
1927,23021,ME,9.7,40.7,31.1,18.4
1928,23025,ME,11.6,40.4,31.5,16.5
1929,23027,ME,7.8,32.2,28.6,31.4
1930,26035,MI,15.5,36.6,35.3,12.6
1931,26051,MI,13.0,39.3,34.2,13.5
1932,26123,MI,11.9,40.4,31.1,16.6
1933,27005,MN,6.9,31.6,36.6,25.0
1934,27043,MN,7.4,37.7,36.3,18.6
1935,27061,MN,6.0,30.0,41.0,23.1
1936,27071,MN,8.1,35.7,40.7,15.5
1937,27075,MN,5.3,30.9,34.9,28.8
1938,27113,MN,6.8,33.1,40.7,19.3
1939,27117,MN,10.4,35.5,32.9,21.3
1940,27121,MN,6.0,30.4,40.7,22.9
1941,27133,MN,6.7,33.0,36.5,23.8
1942,27153,MN,13.0,36.7,35.2,15.1
1943,27165,MN,15.5,41.3,27.7,15.5
1944,28007,MS,22.4,32.4,31.2,13.9
1945,28031,MS,16.8,36.6,31.9,14.7
1946,28039,MS,15.7,36.6,34.0,13.8
1947,28051,MS,23.2,41.0,25.7,10.2
1948,28079,MS,21.4,36.6,27.8,14.3
1949,28091,MS,18.5,39.3,29.9,12.3
1950,28123,MS,26.0,37.5,25.1,11.4
1951,28131,MS,17.8,35.9,30.6,15.8
1952,28141,MS,19.6,38.9,30.1,11.4
1953,29009,MO,16.4,41.3,27.7,14.6
1954,29011,MO,12.8,41.1,26.2,19.9
1955,29039,MO,12.3,41.2,32.9,13.6
1956,29053,MO,11.3,37.5,29.0,22.1
1957,29067,MO,17.9,44.0,27.3,10.8
1958,29089,MO,12.1,37.1,25.7,25.2
1959,29109,MO,15.3,38.7,30.0,16.0
1960,29123,MO,15.6,36.5,32.3,15.6
1961,29131,MO,12.7,40.6,27.3,19.4
1962,29133,MO,24.3,41.8,22.3,11.5
1963,29157,MO,12.3,43.3,26.7,17.7
1964,29207,MO,19.1,41.5,26.1,13.3
1965,29229,MO,19.6,45.5,24.8,10.2
1966,30003,MT,10.5,35.2,36.2,18.1
1967,30047,MT,8.2,28.5,33.7,29.6
1968,30077,MT,10.6,37.8,31.1,20.4
1969,30081,MT,8.4,30.4,33.4,27.8
1970,31023,NE,7.0,37.6,34.1,21.4
1971,31131,NE,7.2,35.3,34.0,23.4
1972,31151,NE,16.5,33.3,32.4,17.8
1973,31179,NE,4.0,27.5,36.1,32.4
1974,31185,NE,6.4,27.9,37.3,28.4
1975,35051,NM,16.0,28.6,34.2,21.1
1976,35053,NM,18.2,37.4,22.4,22.0
1977,36017,NY,11.9,39.0,30.5,18.7
1978,36025,NY,11.1,37.6,28.8,22.6
1979,36031,NY,8.5,34.4,30.2,26.8
1980,36039,NY,13.3,38.7,25.9,22.1
1981,36049,NY,9.9,44.7,27.1,18.4
1982,37017,NC,18.7,33.4,32.1,15.8
1983,37047,NC,17.0,36.3,32.8,13.8
1984,37061,NC,24.0,31.8,32.0,12.1
1985,37117,NC,16.6,33.9,33.1,16.4
1986,37123,NC,20.5,34.6,29.3,15.7
1987,38003,ND,7.7,31.5,31.4,29.4
1988,38099,ND,14.6,33.0,35.2,17.2
1989,39065,OH,10.5,48.0,25.2,16.2
1990,39067,OH,13.2,47.9,27.3,11.6
1991,39069,OH,6.5,44.5,31.9,17.2
1992,39105,OH,16.4,41.8,28.7,13.1
1993,39125,OH,9.5,47.9,26.9,15.6
1994,39137,OH,7.2,41.3,30.5,20.9
1995,39171,OH,9.5,42.4,32.9,15.2
1996,40001,OK,19.2,46.6,22.6,11.6
1997,40035,OK,13.2,39.5,32.6,14.7
1998,40041,OK,15.1,35.8,31.0,18.1
1999,40061,OK,15.3,37.4,31.2,16.2
2000,40075,OK,15.3,37.2,30.2,17.2
2001,40091,OK,14.2,42.7,29.3,13.9
2002,40095,OK,20.9,35.6,28.6,14.8
2003,40097,OK,13.5,39.5,32.7,14.3
2004,40105,OK,11.1,44.0,33.4,11.5
2005,40141,OK,22.5,33.4,26.8,17.3
2006,41031,OR,13.0,30.7,37.0,19.4
2007,42009,PA,12.1,51.3,21.9,14.7
2008,42117,PA,9.6,45.3,26.0,19.1
2009,45005,SC,20.2,45.9,24.7,9.2
2010,45011,SC,20.2,35.4,31.9,12.5
2011,45027,SC,21.5,36.5,26.9,15.1
2012,45029,SC,13.4,45.4,26.6,14.6
2013,45033,SC,24.7,39.0,25.2,11.1
2014,45049,SC,19.0,42.5,26.6,11.9
2015,45061,SC,18.5,41.5,24.2,15.9
2016,45065,SC,16.6,33.9,29.0,20.5
2017,45067,SC,21.1,42.0,23.4,13.5
2018,45089,SC,19.9,41.6,26.2,12.3
2019,46019,SD,9.0,42.2,29.7,19.2
2020,46047,SD,5.6,35.1,38.3,21.1
2021,46079,SD,9.1,31.8,26.0,33.1
2022,46102,SD,26.1,27.8,35.7,10.4
2023,47017,TN,15.9,42.2,23.9,18.0
2024,47025,TN,19.9,38.0,26.0,16.1
2025,47053,TN,14.7,39.1,27.8,18.4
2026,47071,TN,18.5,42.1,24.4,15.0
2027,47077,TN,17.3,42.3,26.1,14.4
2028,47091,TN,20.2,41.6,26.6,11.6
2029,47103,TN,16.5,40.5,24.6,18.4
2030,47109,TN,17.4,45.4,24.6,12.6
2031,47123,TN,17.6,41.5,27.5,13.4
2032,47151,TN,20.2,44.3,26.3,9.2
2033,47181,TN,19.8,46.6,23.8,9.7
2034,48023,TX,14.5,35.0,27.7,22.8
2035,48063,TX,12.8,35.3,32.5,19.4
2036,48067,TX,14.1,43.3,26.3,16.4
2037,48069,TX,25.9,32.2,26.3,15.6
2038,48083,TX,13.5,36.7,34.1,15.8
2039,48095,TX,32.1,30.8,24.1,13.0
2040,48103,TX,20.5,32.8,32.0,14.7
2041,48123,TX,19.2,39.1,29.1,12.6
2042,48127,TX,33.6,36.2,16.6,13.6
2043,48133,TX,15.6,31.6,36.8,16.0
2044,48153,TX,25.8,27.7,30.6,15.9
2045,48169,TX,38.4,28.6,19.1,13.9
2046,48193,TX,16.0,35.8,25.8,22.4
2047,48207,TX,29.7,35.1,23.4,11.9
2048,48239,TX,17.6,31.1,34.8,16.5
2049,48241,TX,15.0,44.7,27.4,12.9
2050,48247,TX,25.5,37.6,23.5,13.4
2051,48279,TX,25.1,32.4,28.1,14.4
2052,48283,TX,36.4,38.6,17.5,7.5
2053,48285,TX,14.4,40.9,28.1,16.7
2054,48293,TX,18.9,33.2,33.1,14.8
2055,48313,TX,19.2,38.5,27.6,14.7
2056,48343,TX,11.4,41.4,32.8,14.3
2057,48365,TX,17.1,31.4,35.3,16.1
2058,48383,TX,17.8,41.9,29.8,10.5
2059,48387,TX,14.6,40.4,32.6,12.5
2060,48391,TX,19.7,38.4,30.3,11.5
2061,48399,TX,20.8,35.2,25.8,18.1
2062,48437,TX,26.7,29.9,28.1,15.3
2063,48445,TX,31.6,31.7,25.3,11.4
2064,48457,TX,18.0,43.0,25.6,13.4
2065,48475,TX,21.4,36.2,29.9,12.5
2066,48495,TX,30.8,30.3,30.7,8.2
2067,48499,TX,15.3,33.4,34.7,16.6
2068,49025,UT,7.5,21.8,40.8,29.9
2069,49039,UT,9.8,28.9,40.4,20.9
2070,50001,VT,6.5,29.1,24.8,39.6
2071,51001,VA,18.5,36.7,25.3,19.5
2072,51005,VA,14.0,40.3,30.6,15.0
2073,51083,VA,18.5,36.0,30.1,15.4
2074,51163,VA,13.2,33.7,26.5,26.7
2075,51197,VA,13.8,37.9,29.3,19.0
2076,51530,VA,18.9,40.3,24.9,15.9
2077,51580,VA,12.7,44.4,27.3,15.6
2078,51678,VA,8.6,21.9,22.9,46.7
2079,53031,WA,4.9,20.7,30.1,44.3
2080,53047,WA,16.1,30.3,33.6,20.0
2081,54001,WV,14.7,47.3,22.4,15.6
2082,54025,WV,14.0,37.8,28.3,19.9
2083,54031,WV,19.7,44.7,21.1,14.5
2084,54035,WV,11.7,44.1,26.8,17.4
2085,54067,WV,13.1,48.0,23.3,15.6
2086,54089,WV,15.0,42.2,28.4,14.5
2087,54103,WV,13.8,50.9,23.3,12.0
2088,55001,WI,12.5,42.6,31.1,13.9
2089,55005,WI,9.8,36.1,33.5,20.6
2090,55007,WI,4.9,29.1,34.8,31.1
2091,55011,WI,9.1,40.4,31.2,19.3
2092,55019,WI,17.7,39.8,29.9,12.6
2093,55029,WI,5.6,30.3,30.3,33.7
2094,55047,WI,10.2,38.7,30.9,20.2
2095,55053,WI,10.1,41.6,33.8,14.6
2096,55067,WI,9.7,42.3,31.3,16.7
2097,55081,WI,9.1,36.8,33.5,20.6
2098,55103,WI,9.9,40.8,30.3,19.0
2099,55107,WI,12.0,41.5,29.9,16.6
2100,55119,WI,11.6,43.4,29.8,15.1
2101,55121,WI,9.3,39.0,32.4,19.3
2102,55123,WI,10.6,37.7,29.3,22.4
2103,55135,WI,8.2,40.8,31.1,19.9
2104,55137,WI,13.2,42.0,28.6,16.3
2105,56009,WY,9.2,39.0,34.6,17.3
2106,1075,AL,17.7,39.8,30.6,11.9
2107,1129,AL,17.4,43.1,26.9,12.7
2108,2068,AK,1.5,26.0,31.4,41.1
2109,5073,AR,20.3,40.2,23.7,15.8
2110,5097,AR,20.2,36.4,29.9,13.5
2111,5117,AR,16.8,39.9,27.8,15.4
2112,6043,CA,9.4,24.4,41.7,24.6
2113,6091,CA,7.6,31.7,42.8,17.9
2114,8025,CO,13.9,42.6,34.5,9.0
2115,8027,CO,6.4,20.8,40.3,32.5
2116,8073,CO,9.1,54.5,23.9,12.6
2117,12029,FL,21.6,43.3,24.8,10.4
2118,12077,FL,18.6,45.8,21.2,14.4
2119,13037,GA,27.1,36.7,27.1,9.1
2120,13065,GA,30.8,33.9,25.3,10.0
2121,13163,GA,23.6,41.8,24.7,9.9
2122,13201,GA,17.4,36.5,32.1,14.0
2123,13265,GA,29.0,46.2,16.8,8.1
2124,13269,GA,21.5,37.5,28.3,12.6
2125,13301,GA,26.8,39.8,21.1,12.3
2126,13319,GA,15.6,50.3,23.3,10.9
2127,16009,ID,12.4,38.4,33.9,15.2
2128,16037,ID,10.6,28.6,36.4,24.4
2129,16061,ID,11.5,29.6,40.9,17.9
2130,16071,ID,9.8,34.9,38.2,17.1
2131,16079,ID,13.8,37.0,37.7,11.5
2132,17059,IL,13.1,39.8,36.3,10.9
2133,17151,IL,14.0,36.0,36.9,13.1
2134,17153,IL,11.2,36.3,40.0,12.5
2135,18147,IN,9.5,46.0,29.2,15.2
2136,18171,IN,8.0,41.8,30.8,19.4
2137,19001,IA,5.8,40.5,35.2,18.5
2138,19009,IA,10.5,37.1,35.3,17.1
2139,19023,IA,7.5,38.0,37.3,17.3
2140,19043,IA,10.1,43.2,29.0,17.7
2141,19093,IA,6.8,38.8,35.8,18.6
2142,19107,IA,7.1,40.4,34.2,18.3
2143,19115,IA,15.9,37.7,31.5,14.9
2144,20019,KS,13.4,34.8,35.9,15.9
2145,20049,KS,11.5,42.6,30.3,15.6
2146,20077,KS,10.4,39.1,34.3,16.2
2147,21027,KY,15.9,44.9,27.2,11.9
2148,21087,KY,24.5,37.8,24.5,13.2
2149,21099,KY,23.8,40.3,24.4,11.4
2150,21127,KY,24.9,42.5,22.8,9.8
2151,21135,KY,24.2,42.8,24.0,9.1
2152,21171,KY,25.2,39.3,21.1,14.4
2153,21181,KY,24.2,42.1,24.8,8.9
2154,21219,KY,22.5,40.5,23.7,13.2
2155,22021,LA,23.3,42.5,20.3,13.8
2156,22081,LA,19.2,43.2,23.7,13.9
2157,23015,ME,6.9,34.4,25.2,33.5
2158,24023,MD,10.2,43.3,25.6,20.9
2159,26011,MI,11.5,41.9,34.0,12.6
2160,26127,MI,12.8,36.3,31.4,19.5
2161,27029,MN,13.9,34.9,34.2,17.1
2162,27087,MN,13.1,36.7,37.0,13.2
2163,27089,MN,10.0,36.9,34.0,19.1
2164,27107,MN,8.1,36.9,36.0,19.1
2165,27125,MN,7.4,37.5,39.0,16.2
2166,28041,MS,23.8,33.7,32.8,9.7
2167,28053,MS,30.1,33.8,23.3,12.8
2168,28055,MS,39.5,31.9,25.5,3.2
2169,28063,MS,22.0,37.9,24.2,15.9
2170,28065,MS,17.6,36.6,31.7,14.1
2171,28077,MS,18.3,33.6,30.6,17.6
2172,28125,MS,22.5,27.9,30.0,19.5
2173,28129,MS,20.8,39.2,27.9,12.2
2174,28157,MS,25.2,40.6,20.5,13.7
2175,29057,MO,12.8,44.8,29.7,12.7
2176,29075,MO,10.8,42.5,27.7,19.1
2177,29085,MO,15.7,44.5,30.8,9.0
2178,29087,MO,8.9,43.3,28.1,19.7
2179,29125,MO,13.5,40.0,30.6,15.8
2180,29141,MO,21.9,38.1,26.7,13.3
2181,30015,MT,7.4,33.9,30.4,28.3
2182,30039,MT,7.8,31.5,31.8,28.9
2183,30045,MT,5.6,32.2,35.6,26.6
2184,30061,MT,11.1,37.0,35.8,16.1
2185,30065,MT,8.5,42.8,32.5,16.3
2186,30089,MT,11.2,41.9,29.1,17.9
2187,30095,MT,6.0,35.5,33.4,25.0
2188,30099,MT,8.0,31.8,35.3,24.9
2189,30103,MT,10.2,31.5,32.9,25.4
2190,31021,NE,8.7,35.7,34.2,21.3
2191,31035,NE,8.5,34.4,37.2,19.9
2192,31059,NE,7.9,33.5,37.2,21.4
2193,31077,NE,6.1,34.3,43.3,16.3
2194,31097,NE,13.7,42.8,26.1,17.5
2195,31105,NE,11.3,36.3,36.3,16.1
2196,31125,NE,6.8,37.7,37.2,18.3
2197,31163,NE,7.0,36.2,36.5,20.2
2198,31173,NE,10.9,32.9,39.9,16.4
2199,36041,NY,22.5,27.2,33.4,16.8
2200,36097,NY,9.6,33.5,33.5,23.5
2201,37011,NC,16.4,30.2,32.7,20.7
2202,37033,NC,19.6,33.6,30.9,15.9
2203,37079,NC,25.0,32.9,31.1,11.0
2204,37149,NC,9.2,25.1,36.6,29.1
2205,37173,NC,20.2,30.6,31.0,18.2
2206,37199,NC,15.5,33.2,31.0,20.3
2207,38029,ND,12.7,35.2,33.9,18.2
2208,38037,ND,9.9,36.1,35.9,18.1
2209,38043,ND,9.2,33.8,39.3,17.7
2210,38055,ND,7.6,33.8,37.9,20.8
2211,38063,ND,8.2,29.2,37.7,25.0
2212,38073,ND,9.0,35.4,36.5,19.1
2213,38091,ND,3.7,25.3,40.1,30.9
2214,38097,ND,6.6,26.0,38.5,28.9
2215,39111,OH,10.9,51.8,24.8,12.5
2216,40067,OK,16.8,41.4,27.0,14.7
2217,42057,PA,12.2,52.2,22.0,13.6
2218,42067,PA,16.7,48.8,20.0,14.5
2219,42113,PA,10.4,47.7,24.7,17.2
2220,42115,PA,10.2,45.0,26.3,18.6
2221,46055,SD,6.1,44.3,34.0,15.6
2222,46067,SD,12.3,33.2,29.3,25.2
2223,46071,SD,17.6,33.5,31.1,17.8
2224,46097,SD,10.2,38.8,32.6,18.5
2225,46101,SD,9.6,33.7,35.3,21.3
2226,46105,SD,7.6,36.0,36.1,20.3
2227,46137,SD,15.9,41.3,26.4,16.4
2228,47007,TN,24.4,39.8,23.8,12.0
2229,47061,TN,25.6,40.7,20.5,13.2
2230,47067,TN,22.9,42.2,23.7,11.2
2231,47121,TN,16.2,45.4,28.6,9.8
2232,47161,TN,12.8,44.8,26.8,15.6
2233,48033,TX,5.3,20.1,35.2,39.5
2234,48081,TX,16.3,34.1,31.8,17.8
2235,48125,TX,15.6,35.8,30.1,18.5
2236,48129,TX,11.3,34.0,36.8,17.9
2237,48151,TX,13.9,34.7,32.8,18.6
2238,48289,TX,18.2,40.0,27.7,14.0
2239,48297,TX,23.1,34.1,30.6,12.2
2240,48315,TX,14.8,41.0,29.4,14.7
2241,48403,TX,15.3,35.6,31.5,17.6
2242,48413,TX,20.4,24.8,38.2,16.6
2243,48417,TX,13.6,21.8,34.1,30.5
2244,48431,TX,10.6,52.0,27.9,9.5
2245,48461,TX,24.4,41.2,24.7,9.6
2246,49033,UT,4.3,32.1,40.6,23.0
2247,50015,VT,7.2,25.6,29.1,38.2
2248,51017,VA,9.7,42.9,31.5,15.9
